250

15.2701,0,5.5771,0,14.5498,0,5.52181,0
15.1611,0.109028,5.53265,0.0444523,15.186,0.636157,5.39079,0.131016
15.0214,0.153188,5.50538,0.0374482,15.0796,0.382378,5.43911,0.0897564
14.9757,0.117565,5.46301,0.0499618,15.0358,0.273903,5.40593,0.0716167
14.9222,0.105613,5.49142,0.0480092,15.0392,0.212191,5.42256,0.0579127
14.9126,0.086768,5.50424,0.041242,15.0733,0.176586,5.41835,0.0474721
14.9834,0.101914,5.47888,0.0431078,14.9967,0.167782,5.41665,0.0401574
15.0195,0.0953593,5.48839,0.0385248,14.9436,0.154701,5.44212,0.0431098
14.9784,0.0936012,5.48221,0.0345325,14.9261,0.137551,5.45124,0.0390969
15.0018,0.0869375,5.46923,0.0335035,14.9548,0.126347,5.4427,0.0359972
15.0258,0.0822295,5.45733,0.0325599,14.9129,0.121737,5.43702,0.0330527
14.9806,0.0876413,5.4786,0.0365542,14.9291,0.112307,5.44,0.0303196
14.9619,0.0827634,5.46729,0.0354765,14.9054,0.106007,5.43975,0.027891
14.9481,0.077852,5.4783,0.03464,14.9126,0.0984125,5.44012,0.0258247
14.9475,0.0724786,5.46959,0.0334036,14.9049,0.0919454,5.44114,0.024063
14.9519,0.0679392,5.4623,0.0320856,14.9327,0.0903989,5.43764,0.0227791
14.9669,0.0655412,5.46189,0.030142,14.9586,0.0887782,5.44553,0.0228057
14.9988,0.0695799,5.45023,0.0307157,14.9394,0.0858868,5.46146,0.0267614
15.011,0.0669272,5.43512,0.0327496,14.9392,0.0812409,5.44892,0.0282506
15.0162,0.0637057,5.43356,0.031108,14.9485,0.0776232,5.44913,0.0268018
15.0063,0.0613953,5.4423,0.0308542,14.9167,0.0803711,5.4573,0.0267683
14.9816,0.0635243,5.44055,0.0294707,14.9255,0.0771287,5.45364,0.0257825
14.9735,0.0612403,5.45095,0.0300222,14.8903,0.0816648,5.46259,0.0262109
14.9891,0.0606663,5.4407,0.0305198,14.887,0.0782583,5.46151,0.0251185
14.9914,0.0582347,5.44982,0.0306622,14.895,0.0754916,5.46093,0.0240996
15.0047,0.0575158,5.45006,0.0294603,14.8874,0.0729333,5.45423,0.024105
14.9969,0.055898,5.45387,0.0286025,14.879,0.0706739,5.45836,0.0235594
15.0121,0.0559787,5.44601,0.0286607,14.8891,0.06884,5.45576,0.0228509
15.0166,0.0541966,5.44098,0.0281087,14.8873,0.0664459,5.46051,0.0225557
15.0168,0.0523595,5.44547,0.0275251,14.9085,0.0675973,5.45027,0.0240781
15.0297,0.0522448,5.44581,0.0266246,14.9024,0.0656713,5.45364,0.0235313
15.0177,0.0519782,5.45067,0.0262322,14.9077,0.0638098,5.4644,0.0251974
15.0197,0.0504165,5.45082,0.0254254,14.9256,0.0643877,5.46102,0.0246553
15.0293,0.0498496,5.45583,0.0251682,14.9262,0.0624676,5.45886,0.0240165
15.0477,0.0517747,5.45731,0.0244838,14.9403,0.0622933,5.45454,0.0237168
15.055,0.0508548,5.45339,0.0241158,14.9523,0.0616998,5.45385,0.0230588
15.0687,0.0513076,5.4444,0.0251166,14.9364,0.0620692,5.4571,0.0226605
15.0612,0.0504943,5.4461,0.0245055,14.935,0.0604305,5.4533,0.0223803
15.0549,0.0495834,5.45322,0.0249082,14.9509,0.0609909,5.45245,0.0218156
15.0506,0.0485181,5.45234,0.0242935,14.9514,0.0594485,5.45123,0.021298
15.0331,0.0504532,5.45731,0.0242097,14.9423,0.0586959,5.45505,0.0211205
15.0279,0.0495104,5.45658,0.0236376,14.9505,0.057863,5.45265,0.020751
