100

0.982345,0,0.99654,0
0.987865,0.00551962,1.00083,0.00429068
0.998401,0.0110072,0.998733,0.00324626
1.00003,0.00795107,0.997899,0.00244218
1.00015,0.00616021,0.999738,0.00263829
0.999128,0.0051333,0.998628,0.00242367
1.00365,0.00626733,0.998333,0.00206944
1.00408,0.00544493,0.999409,0.00209025
1.0029,0.00494544,0.999494,0.00184538
1.0027,0.0044278,0.999621,0.00165543
1.00225,0.00403099,0.999703,0.00149967
1.00294,0.00374475,0.999898,0.00138285
1.00234,0.00349702,0.999267,0.00142022
1.00082,0.00357815,0.999353,0.00131773
0.999688,0.00351675,0.999489,0.00123424
1.00047,0.00338083,0.99932,0.00116682
1.00119,0.00325613,0.999192,0.00110349
1.00101,0.0030749,0.999272,0.00104341
1.00067,0.00292877,0.998996,0.00102491
0.99957,0.00298766,0.999105,0.000978432
1.00062,0.00303064,0.999066,0.000931471
1.00117,0.00294127,0.999211,0.000899876
1.0003,0.00294124,0.999379,0.000876051
0.999704,0.00287942,0.99946,0.000842617
0.999815,0.0027641,0.999598,0.000820006
0.999961,0.00265966,0.999508,0.000792971
0.999401,0.00261976,0.99956,0.000764773
0.998796,0.00259608,0.999458,0.000743908
0.998642,0.0025097,0.999477,0.00071805
0.9985,0.0024287,0.999577,0.000700862
0.998555,0.00234969,0.999506,0.000681613
0.999075,0.00233359,0.999255,0.000706098
0.999109,0.00226202,0.999191,0.000687333
0.999165,0.0021952,0.999303,0.000676234
0.999313,0.00213672,0.999403,0.000664066
0.9993,0.00207656,0.999563,0.000665109
0.999104,0.00202911,0.999603,0.000648112
0.999147,0.00197546,0.999561,0.000632233
0.999403,0.00194107,0.999535,0.000616384
0.99963,0.00190552,0.999521,0.000600935
0.999676,0.00185904,0.999548,0.000586745
0.999511,0.00182174,0.999452,0.000580594
0.999821,0.00180558,0.999359,0.000574596
0.999278,0.00184559,0.999356,0.000561395
0.998831,0.00185876,0.999482,0.000563116
0.998945,0.00182145,0.999397,0.000557209
0.998728,0.00179535,0.9994,0.00054523
0.998629,0.00176035,0.99935,0.000536085
0.998336,0.0017487,0.999333,0.000525286
0.998822,0.00178094,0.999168,0.000540591
0.998768,0.00174652,0.999282,0.000541932
0.998978,0.00172541,0.999387,0.000541815
0.998919,0.00169357,0.999304,0.000537943
0.998812,0.00166531,0.999236,0.000532256
0.998312,0.00170954,0.999335,0.000531788
0.998443,0.00168378,0.999304,0.000523137
0.998451,0.001654,0.99925,0.000516739
0.998109,0.00166084,0.999346,0.000516846
0.998147,0.00163289,0.999444,0.000517282
0.997995,0.00161261,0.999396,0.0005108
0.997748,0.00160509,0.999456,0.000505859
0.997815,0.00158037,0.999496,0.000499288
0.997953,0.00156125,0.9994,0.000500541
0.998187,0.00155443,0.999359,0.000494411
0.997953,0.00154819,0.999319,0.000488378
0.998253,0.00155379,0.999324,0.000480947
0.997987,0.00155344,0.999347,0.000474289
0.998081,0.00153332,0.999376,0.000468146
0.998144,0.00151228,0.999441,0.000465807
0.998246,0.00149396,0.999464,0.000459675
0.998416,0.00148253,0.999574,0.000466319
0.998449,0.00146217,0.999507,0.000464587
0.998178,0.00146723,0.999509,0.000458182
0.997918,0.00147056,0.999523,0.000452187
0.998113,0.00146389,0.999463,0.000450154
0.998234,0.00144954,0.999459,0.000444217
0.99825,0.00143068,0.99951,0.000441482
0.998005,0.00143328,0.99959,0.00044298
0.997905,0.00141853,0.999585,0.00043737
0.997905,0.00140069,0.999595,0.000431999
0.998008,0.00138714,0.999674,0.000433797
0.998233,0.00138839,0.999728,0.000431933
0.998022,0.00138769,0.999777,0.000429466
0.997804,0.00138824,0.999831,0.000427726
0.997989,0.00138419,0.999847,0.000422983
0.998354,0.00141592,0.999839,0.000418119
0.998436,0.00140195,0.999768,0.000419268
0.99865,0.00140239,0.999781,0.000414679
0.998827,0.00139771,0.999768,0.000410221
0.998853,0.00138235,0.999723,0.000408111
0.999041,0.00137991,0.999709,0.000403822
0.998766,0.00139237,0.999672,0.00040114
0.998806,0.00137792,0.999712,0.000398772
0.999116,0.00139791,0.99962,0.000405161
0.999087,0.00138343,0.999606,0.000401105
0.999193,0.00137304,0.999691,0.000406012
0.998997,0.00137281,0.999646,0.000404317
0.998766,0.00137827,0.999625,0.000400753
0.998731,0.00136472,0.999661,0.000398324
0.998863,0.00135742,0.999658,0.000394328
