100,1

0,0,0,0
1,0,1,0
1.40812,0.00359577,1.41144,0.00378234
1.72261,0.00577023,1.733,0.00545499
1.9959,0.00724989,1.99959,0.00685163
2.23982,0.00885017,2.23164,0.00820726
2.46223,0.00945707,2.43966,0.00897875
2.65447,0.0101017,2.63993,0.00997801
2.83718,0.0111967,2.83446,0.0107315
3.00945,0.0120289,2.99614,0.010848
3.16907,0.0129137,3.15929,0.0123232
3.32223,0.0143952,3.32402,0.0125615
3.4626,0.0145084,3.46168,0.0136889
3.61051,0.0145043,3.60916,0.0141318
3.74876,0.0141921,3.74746,0.013576
3.87027,0.014527,3.87646,0.0136927
3.99792,0.0148019,4.0036,0.0143818
4.12216,0.0154082,4.12544,0.0140511
4.25046,0.0153256,4.23668,0.0146223
4.37186,0.0166062,4.35976,0.0149103
4.49117,0.0168223,4.46955,0.0155126
4.59983,0.0175806,4.58063,0.01525
4.7033,0.0172744,4.68957,0.0165561
4.80369,0.0181418,4.80298,0.0175901
4.90579,0.0190438,4.90369,0.0180865
5.01717,0.0190705,5.00564,0.0183063
5.11875,0.0190214,5.0991,0.0194066
5.2209,0.0188116,5.20576,0.0196989
5.31046,0.0182194,5.30748,0.0198347
5.40415,0.0184961,5.40149,0.0203425
5.49401,0.0174777,5.48929,0.0202407
5.59541,0.0178151,5.57361,0.0202482
5.68077,0.0183416,5.66686,0.0207368
5.76498,0.018899,5.75033,0.0221268
5.85601,0.0202383,5.82827,0.0225472
5.93953,0.0209436,5.91409,0.024189
6.01643,0.0202688,6.01114,0.0243023
6.09675,0.0218839,6.0997,0.0248034
6.17299,0.0233343,6.19032,0.0242141
6.25663,0.0232283,6.27398,0.0252571
6.33771,0.0240546,6.35852,0.0263526
6.42142,0.024285,6.43342,0.0260953
6.49766,0.0250081,6.51538,0.0274785
6.57392,0.0248487,6.58889,0.0278953
6.65563,0.0240137,6.65908,0.0285846
6.72281,0.0248814,6.72359,0.0294016
6.79738,0.0264073,6.80129,0.0303416
6.87676,0.0268577,6.86758,0.0306311
6.94455,0.0273413,6.93693,0.0311471
7.02122,0.0274179,7.01484,0.0312982
7.09071,0.0282343,7.08687,0.0309449
7.16242,0.0285301,7.16171,0.0305371
7.2363,0.0304503,7.22638,0.0301614
7.30089,0.0309016,7.28538,0.030685
7.3679,0.0321763,7.35252,0.0321779
7.43847,0.0315311,7.4097,0.032306
7.4948,0.0326373,7.48865,0.0327028
7.56345,0.0329156,7.56619,0.0318216
7.62797,0.0332982,7.63177,0.0313568
7.69787,0.0335326,7.69235,0.0312458
7.7567,0.0346632,7.76953,0.0316486
7.82832,0.0353597,7.83266,0.032154
7.89078,0.0358411,7.88616,0.0333411
7.95598,0.0362065,7.94539,0.0326463
8.01889,0.0364481,8.00301,0.0325713
8.08647,0.0363005,8.0633,0.0326242
8.1529,0.0366151,8.13572,0.0319027
8.20992,0.0362174,8.19122,0.0315273
8.26823,0.0364185,8.25097,0.0330071
8.33299,0.0374131,8.31759,0.0332544
8.39085,0.0374981,8.37112,0.0339407
8.45385,0.0383032,8.43294,0.0351326
8.50952,0.0386904,8.48975,0.0353778
8.56904,0.0383343,8.547,0.0339905
8.6355,0.0382772,8.60849,0.0337037
8.69427,0.0378251,8.65663,0.0343986
8.74581,0.0374406,8.70959,0.0348443
8.81007,0.037223,8.77775,0.0356781
8.86833,0.0366513,8.827,0.0355586
8.92111,0.0364706,8.88495,0.0362718
8.97538,0.0363259,8.94011,0.0365743
9.03385,0.0357747,8.98856,0.0373046
9.08732,0.0367758,9.04116,0.0388676
9.14963,0.0382305,9.08245,0.039195
9.21156,0.0384459,9.13459,0.0406428
9.26633,0.0383511,9.19859,0.0412723
9.3238,0.0387606,9.2521,0.0410361
9.37823,0.0390753,9.30949,0.0416006
9.44325,0.0389355,9.35649,0.0424052
9.49865,0.0408939,9.40326,0.0419434
9.54798,0.0402472,9.46175,0.0416636
9.60087,0.0401228,9.51131,0.0410932
9.66052,0.0396787,9.55661,0.0414109
9.70882,0.0407782,9.60953,0.0419884
9.76241,0.0405498,9.66275,0.0417467
9.8162,0.0411478,9.71961,0.0421299
9.87038,0.0420251,9.76582,0.0415209
9.92012,0.0424662,9.81418,0.0416669
9.96539,0.0425589,9.87048,0.0424522
10.0083,0.0417171,9.92259,0.0422912
